country,article_name,rev_id,article_quality_est,country_pop,subregion,subregion_pop,subregion2,subregion2_pop
Tokelauan,David Payton,799209983.0,Stub,,,,,
Tokelauan,Head of Government of Tokelau,801375710.0,Start,,,,,
Tokelauan,Falima Teao,801630990.0,Stub,,,,,
Tokelauan,Jonathan Kings,806257719.0,Stub,,,,,
Tokelauan,Administrator of Tokelau,806258588.0,Start,,,,,
Dagestani,Karim Mammadbeyov,723563977.0,Start,,,,,
Dagestani,Aziz Aliyev,785202362.0,C,,,,,
Dagestani,Mukhu Aliyev,785532389.0,Start,,,,,
Dagestani,Magomedali Magomedov,789329935.0,Start,,,,,
Dagestani,Magomedsalam Magomedov,792949749.0,Start,,,,,
Dagestani,Sagid Murtazaliev,796896055.0,Start,,,,,
Dagestani,Head of the Republic of Dagestan,803611453.0,Start,,,,,
Greenlandic,Gunnar Martens,742150479.0,Stub,,,,,
Greenlandic,Sara Olsvig,756830216.0,Stub,,,,,
Greenlandic,Kathrine Chemnitz,757102071.0,Start,,,,,
Greenlandic,Augusta Salling,757103267.0,Stub,,,,,
Greenlandic,Agathe Fontain,757539811.0,Stub,,,,,
Greenlandic,Ane Hansen (politician),757539958.0,Stub,,,,,
Greenlandic,Asii Chemnitz Narup,763742018.0,Stub,,,,,
Greenlandic,Aleqa Hammond,770757601.0,Start,,,,,
Greenlandic,Katrine Larsen Lenner,778461046.0,Stub,,,,,
Greenlandic,Maliina Abelsen,780537008.0,Start,,,,,
Greenlandic,Agnethe Davidsen,787423025.0,Stub,,,,,
Greenlandic,Mimi Karlsen,806560929.0,Stub,,,,,
Ossetian,Alan Parastaev,743018109.0,Start,,,,,
Ossetian,Taymuraz Mamsurov,757343822.0,Start,,,,,
Ossetian,Head of the Republic of North Ossetia-Alania,774555176.0,Stub,,,,,
Ossetian,Akhsarbek Galazov,782634776.0,Start,,,,,
Ossetian,Alexander Dzasokhov,789328182.0,Start,,,,,
Ossetian,Alla Dzhioyeva,796950389.0,C,,,,,
Ossetian,Vyacheslav Bitarov,804609656.0,Stub,,,,,
Ossetian,Tamerlan Aguzarov,804609900.0,Stub,,,,,
Ossetian,Anatoly Bibilov,806832826.0,Start,,,,,
Somaliland,Dahir Riyale Kahin,798692052.0,Start,,,,,
Somaliland,Adan Ahmed Elmi,804143605.0,Stub,,,,,
Somaliland,Muhammad Haji Ibrahim Egal,805840190.0,C,,,,,
Rojava,Hediya Yousef,805873719.0,C,,,,,
Rojava,Mansur Selum,805873803.0,Stub,,,,,
Western Sahara,,,,597000.0,NORTHERN AFRICA,244344000.0,AFRICA,1337918000.0
Mayotte,,,,284000.0,EASTERN AFRICA,444970000.0,AFRICA,1337918000.0
Reunion,,,,861000.0,EASTERN AFRICA,444970000.0,AFRICA,1337918000.0
Curacao,,,,155000.0,CARIBBEAN,43233000.0,LATIN AMERICA AND THE CARIBBEAN,651036000.0
Puerto Rico,,,,3189000.0,CARIBBEAN,43233000.0,LATIN AMERICA AND THE CARIBBEAN,651036000.0
Georgia,,,,3715000.0,WESTERN ASIA,280927000.0,ASIA,4625927000.0
Brunei,,,,469000.0,SOUTHEAST ASIA,661845000.0,ASIA,4625927000.0
Timor-Leste,,,,1318000.0,SOUTHEAST ASIA,661845000.0,ASIA,4625927000.0
"China, Hong Kong SAR",,,,7494000.0,EAST ASIA,1641063000.0,ASIA,4625927000.0
"China, Macao SAR",,,,686000.0,EAST ASIA,1641063000.0,ASIA,4625927000.0
French Polynesia,,,,280000.0,OCEANIA,43155000.0,OCEANIA,43155000.0
Guam,,,,175000.0,OCEANIA,43155000.0,OCEANIA,43155000.0
New Caledonia,,,,295000.0,OCEANIA,43155000.0,OCEANIA,43155000.0
